Date dépôt GED;LOT;desc_lot;ZONE;NIVEAU;TYPE DE DOCUMENT;Categ_Docs;INDICE;Libellé du document;Dernier indice;Nombre  d'indice;Durée _versi_type_doc
03/05/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;RDC;PRE;docs graphiques;A;PLAN DE RÉSERVATIONS CVCD - REZ-DE-CHAUSSÉE.pdf;;;
07/02/2024;01A;Gros-œuvre;B;TNX;NDC;docs écris;A;Note de calcul zone 8 - B.pdf;DI;;
07/02/2024;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;G;7.pdf;DI;;
19/01/2024;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;F;7.pdf;;;
27/12/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;E;7.pdf;;;
09/08/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;D;7.pdf;;;
11/07/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;C;7.pdf;;;
03/07/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;7.pdf;;;
03/07/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;7.pdf;;;
07/02/2024;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;H;7.pdf;DI;;
19/01/2024;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;G;7.pdf;;;
11/08/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;F;7.pdf;;;
04/08/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;E;7.pdf;;;
17/07/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;D;7.pdf;;;
11/07/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;C;7.pdf;;;
03/07/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;B;7.pdf;;;
21/06/2023;01A;Gros-œuvre;A;TNX;PFE;docs graphiques;A;7.pdf;;;
06/02/2024;01A;Gros-œuvre;TZN;TNX;NDC;docs écris;A;NDC détermination des dalles à renforcer au PH SS1 sous charges du SIPOREX.pdf;DI;;
06/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;B;17 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;17 - S1.pdf;;;
06/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;B;11 - S1.pdf;DI;;
15/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;DET;docs graphiques;A;11 - S1.pdf;;;
05/02/2024;01A;Gros-œuvre;C;TNX;PFE;docs graphiques;A;Carnet de ferraillage ES10.pdf;DI;;
05/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS5;PMQ;docs graphiques;A;PLAN LT 20 - STOCKAGE GLACE - S5.pdf;DI;;
05/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;NDC;docs écris;A;CALCUL RT.pdf;DI;;
05/02/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;SS1;PMQ;docs graphiques;A;PLAN LT 19 - GROUPES FROIDS - S1.pdf;DI;;
05/02/2024;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;C;Carnet de coffrage zone 6.pdf;DI;;
26/10/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;B;Carnet de coffrage zone 6.pdf;;;
16/08/2023;01A;Gros-œuvre;A;TNX;PCO;docs graphiques;A;Carnet de coffrage zone 6.pdf;;;
02/02/2024;01A;Gros-œuvre;TZN;TNX;ELV;docs graphiques;D;Elevation charpente métallique zone 7.pdf;DI;;
09/10/2023;01A;Gros-œuvre;TZN;TNX;ELV;docs graphiques;C;Elevation charpente métallique zone 7.pdf;;;
09/10/2023;01A;Gros-œuvre;TZN;TNX;ELV;docs graphiques;B;Elevation charpente métallique zone 7.pdf;;;
01/06/2023;01A;Gros-œuvre;TZN;TNX;ELV;docs graphiques;A;Elevation charpente métallique zone 7.pdf;;;
02/02/2024;01A;Gros-œuvre;TZN;TNX;PLN;docs graphiques;D;Plan Charpente métallique zone 7.pdf;DI;;
09/10/2023;01A;Gros-œuvre;TZN;TNX;PLN;docs graphiques;C;Plan Charpente métallique zone 7.pdf;;;
27/09/2023;01A;Gros-œuvre;TZN;TNX;PLN;docs graphiques;B;Plan Charpente métallique zone 7.pdf;;;
01/06/2023;01A;Gros-œuvre;TZN;TNX;PLN;docs graphiques;A;Plan Charpente métallique zone 7.pdf;;;
02/02/2024;10;Faux-planchers;TZN;TNX;DAF;docs écris;D;PLANCHER TECHNIQUE BUROMECA 30 600*600 SANS REVETEMENT DE FINITION (5 FACES TOLEES 30 MM).pdf;DI;;
05/09/2023;10;Faux-planchers;TZN;TNX;DAF;docs écris;B;PLANCHER TECHNIQUE BUROMECA 30 600*600 SANS REVETEMENT DE FINITION (5 FACES TOLEES 30 MM).pdf;;;
31/01/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Revêtement stratifié uni.pdf;;;
01/02/2024;19;Electricité courants faibles;TZN;TNX;DET;docs graphiques;A;Carnet de détails.pdf;DI;;
01/02/2024;19;Electricité courants faibles;TZN;SS4;PLN;docs graphiques;B;Plan d'implantation des terminaux CMSI - Niveau SS4.pdf;DI;;
08/06/2023;19;Electricité courants faibles;TZN;SS4;PLN;docs graphiques;A;Plan d'implantation des terminaux CMSI - Niveau SS4.pdf;;;
01/02/2024;19;Electricité courants faibles;TZN;SS3;PLN;docs graphiques;B;Plan d'implantation des terminaux CMSI - Niveau SS3.pdf;DI;;
08/06/2023;19;Electricité courants faibles;TZN;SS3;PLN;docs graphiques;A;Plan d'implantation des terminaux CMSI - Niveau SS3.pdf;;;
01/02/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Equipements de récupération EP.pdf;DI;;
01/02/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;EV.pdf;DI;;
01/02/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Ensemble de relevage EP.pdf;DI;;
01/02/2024;15;Plomberie;TZN;TNX;DAF;docs écris;A;Signalétique et étiquetage.pdf;DI;;
01/02/2024;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;D;Plan des réservations et décaissés.pdf;DI;;
18/12/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;C;Plan des réservations et décaissés.pdf;;;
15/12/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;B;Plan des réservations et décaissés.pdf;;;
06/07/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;A;Plan des réservations et décaissés.pdf;;;
01/02/2024;22;Equipements de cuisine;TZN;RDC;PLN;docs graphiques;E;Plan des attentes techniques.pdf;DI;;
18/12/2023;22;Equipements de cuisine;TZN;RDC;PLN;docs graphiques;D;Plan des attentes techniques.pdf;;;
15/12/2023;22;Equipements de cuisine;TZN;RDC;PLN;docs graphiques;C;Plan des attentes techniques.pdf;;;
25/07/2023;22;Equipements de cuisine;TZN;RDC;PLN;docs graphiques;B;Plan des attentes techniques.pdf;;;
17/04/2023;22;Equipements de cuisine;TZN;RDC;PLN;docs graphiques;A;Plan des attentes techniques.pdf;;;
01/02/2024;19;Electricité courants faibles;TZN;TNX;SYN;docs graphiques;B;Synoptique Sureté.pdf;DI;;
23/10/2023;19;Electricité courants faibles;TZN;TNX;SYN;docs graphiques;A;Synoptique Sureté.pdf;;;
01/02/2024;19;Electricité courants faibles;TZN;TNX;SYN;docs graphiques;A;SYNOPTIQUE INTRUSION.pdf;DI;;
31/01/2024;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;C;Plan des réseaux frigorifique.pdf;DI;;
19/07/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;B;Plan des réseaux frigorifique.pdf;;;
06/07/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;A;Plan des réseaux frigorifique.pdf;;;
31/01/2024;22;Equipements de cuisine;TZN;SS2;PRE;docs graphiques;D;Réservations Plancher haut du S2.pdf;DI;;
07/08/2023;22;Equipements de cuisine;TZN;SS2;PRE;docs graphiques;C;Réservations Plancher haut du S2.pdf;;;
02/08/2023;22;Equipements de cuisine;TZN;SS2;PRE;docs graphiques;B;Réservations Plancher haut du S2.pdf;;;
31/03/2023;22;Equipements de cuisine;TZN;SS2;PRE;docs graphiques;A;Réservations Plancher haut du S2.pdf;;;
31/01/2024;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;F;Plan des attentes techniques.pdf;DI;;
15/12/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;E;Plan des attentes techniques.pdf;;;
07/08/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;D;Plan des attentes techniques.pdf;;;
01/08/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;C;Plan des attentes techniques.pdf;;;
06/07/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;B;Plan des attentes techniques.pdf;;;
17/03/2023;22;Equipements de cuisine;TZN;SS1;PLN;docs graphiques;A;Plan des attentes techniques.pdf;;;
31/01/2024;01A;Gros-œuvre;A;RDC;PFE;docs graphiques;B;Carnet de ferraillage bac collaborant PH RDC zone 6.pdf;DI;;
12/01/2024;01A;Gros-œuvre;A;RDC;PFE;docs graphiques;A;Carnet de ferraillage bac collaborant PH RDC zone 6.pdf;;;
31/01/2024;6;Cloisons - Doublages;TZN;TNX;DAF;docs écris;A;Bancs d'assises France Equipement.pdf;DI;;
31/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;DAF;docs écris;A;VENTILATEURS DE CONFORT.pdf;DI;;
31/01/2024;01A;Gros-œuvre;B;TNX;PFE;docs graphiques;B;Carnet de ferraillage planchers TNX zone 5.pdf;DI;;
23/01/2024;01A;Gros-œuvre;B;TNX;PFE;docs graphiques;A;Carnet de ferraillage planchers TNX zone 5.pdf;;;
30/01/2024;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique réutilisation des EP - SS5.pdf;DI;;
29/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;TNX;NDC;docs écris;A;ACOUSTIQUE - BRUIT ÉMIS DANS L'ENVIRONNEMENT.pdf;DI;;
29/01/2024;01A;Gros-œuvre;TZN;SS2;PFE;docs graphiques;C;Carnet de ferraillage de la dalle file 15.pdf;DI;;
31/07/2023;01A;Gros-œuvre;TZN;SS2;PFE;docs graphiques;B;Carnet de ferraillage de la dalle file 15.pdf;;;
23/05/2023;01A;Gros-œuvre;TZN;SS2;PFE;docs graphiques;A;Carnet de ferraillage de la dalle file 15.pdf;;;
29/01/2024;17;Electricité courants forts;TZN;R+7;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+7;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
13/12/2023;17;Electricité courants forts;TZN;R+7;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
05/12/2023;17;Electricité courants forts;TZN;R+7;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA_R7.pdf;;;
17/11/2023;17;Electricité courants forts;TZN;R+7;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA_R7.pdf;;;
29/01/2024;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;F;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;;;
13/11/2023;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
26/10/2023;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
27/09/2023;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
22/09/2023;17;Electricité courants forts;TZN;R+6;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;17;Electricité courants forts;TZN;R+5;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+5;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
27/09/2023;17;Electricité courants forts;TZN;R+5;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
19/09/2023;17;Electricité courants forts;TZN;R+5;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;17;Electricité courants forts;TZN;R+4;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+4;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
27/09/2023;17;Electricité courants forts;TZN;R+4;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
22/09/2023;17;Electricité courants forts;TZN;R+4;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
08/09/2023;17;Electricité courants forts;TZN;R+4;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;17;Electricité courants forts;TZN;R+3;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+3;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
27/09/2023;17;Electricité courants forts;TZN;R+3;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
22/09/2023;17;Electricité courants forts;TZN;R+3;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
08/09/2023;17;Electricité courants forts;TZN;R+3;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;H;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;G;PLAN DE RESERVATIONS CFO & CFA.zip;;;
27/09/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;F;PLAN DE RESERVATIONS CFO & CFA.zip;;;
28/08/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;;;
10/08/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
05/07/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
07/06/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
12/04/2023;17;Electricité courants forts;TZN;R+2;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;F;PLAN DE RESERVATIONS CFO & CFA.zip;DI;;
15/01/2024;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;E;PLAN DE RESERVATIONS CFO & CFA.zip;;;
28/08/2023;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;D;PLAN DE RESERVATIONS CFO & CFA.zip;;;
19/07/2023;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;C;PLAN DE RESERVATIONS CFO & CFA.zip;;;
05/07/2023;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;B;PLAN DE RESERVATIONS CFO & CFA.zip;;;
07/06/2023;17;Electricité courants forts;TZN;R+1;PRE;docs graphiques;A;PLAN DE RESERVATIONS CFO & CFA.zip;;;
29/01/2024;16;Sprinklage;TZN;SS3;PRE;docs graphiques;F;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;DI;;
18/10/2023;16;Sprinklage;TZN;SS3;PRE;docs graphiques;E;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS3;PRE;docs graphiques;D;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS3;PRE;docs graphiques;C;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;;;
18/04/2023;16;Sprinklage;TZN;SS3;PRE;docs graphiques;B;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;;;
06/04/2023;16;Sprinklage;TZN;SS3;PRE;docs graphiques;A;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 3.pdf;;;
29/01/2024;16;Sprinklage;TZN;SS3;PRX;docs graphiques;G;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;DI;;
18/10/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;F;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
05/05/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;E;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;D;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;C;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
18/04/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;B;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
06/04/2023;16;Sprinklage;TZN;SS3;PRX;docs graphiques;A;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 3.pdf;;;
29/01/2024;16;Sprinklage;TZN;SS2;PRE;docs graphiques;G;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.pdf;DI;;
29/01/2024;16;Sprinklage;TZN;SS2;PRE;docs graphiques;F;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.pdf;;;
18/10/2023;16;Sprinklage;TZN;SS2;PRE;docs graphiques;D;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.pdf;;;
24/05/2023;16;Sprinklage;TZN;SS2;PRE;docs graphiques;C;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.zip;;;
22/05/2023;16;Sprinklage;TZN;SS2;PRE;docs graphiques;B;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.zip;;;
18/04/2023;16;Sprinklage;TZN;SS2;PRE;docs graphiques;A;PLAN DE RÉSERVATIONS SPRINKLAGE - SOUS-SOL 2.zip;;;
29/01/2024;16;Sprinklage;TZN;SS2;PRX;docs graphiques;F;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 2.pdf;DI;;
18/10/2023;16;Sprinklage;TZN;SS2;PRX;docs graphiques;D;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 2.pdf;;;
05/06/2023;16;Sprinklage;TZN;SS2;PRX;docs graphiques;C;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 2.pdf;;;
22/05/2023;16;Sprinklage;TZN;SS2;PRX;docs graphiques;B;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 2.pdf;;;
18/04/2023;16;Sprinklage;TZN;SS2;PRX;docs graphiques;A;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 2.pdf;;;
29/01/2024;16;Sprinklage;TZN;SS4;PRX;docs graphiques;E;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 4.pdf;DI;;
18/10/2023;16;Sprinklage;TZN;SS4;PRX;docs graphiques;D;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 4.pdf;;;
01/06/2023;16;Sprinklage;TZN;SS4;PRX;docs graphiques;C;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 4.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS4;PRX;docs graphiques;B;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 4.pdf;;;
27/04/2023;16;Sprinklage;TZN;SS4;PRX;docs graphiques;A;PLAN DE RÉSEAUX SPRINKLAGE - SOUS-SOL 4.pdf;;;
26/09/2023;6;Cloisons - Doublages;TZN;_;PLN;docs graphiques;A;Plan façades filantes monoblocs sanitaires.pdf;;;
26/01/2024;17;Electricité courants forts;TZN;SS1;DAF;docs écris;A;FICHE TECHNIQUE CADRES ETANCHES.pdf;DI;;
26/01/2024;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique ECS FITNESS - SS2.pdf;DI;;
25/01/2024;17;Electricité courants forts;TZN;TNX;SYN;docs graphiques;A;Synoptique paratonnerre et plan de passage des conducteurs.pdf;DI;;
25/01/2024;17;Electricité courants forts;TZN;TNX;NTE;docs écris;C;Evaluation des risques foudre.pdf;DI;;
23/01/2024;17;Electricité courants forts;TZN;TNX;NTE;docs écris;B;Evaluation des risques foudre.pdf;;;
11/07/2023;17;Electricité courants forts;TZN;TNX;NTE;docs écris;A;Evaluation des risques foudre.pdf;;;
25/01/2024;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique Relevage EU - SS2.pdf;DI;;
25/01/2024;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique SAG & Relevage EU - SS2.pdf;DI;;
25/01/2024;15;Plomberie;TZN;TNX;PMQ;docs graphiques;A;Maquettage local technique SAG & Relevage EU - SS2.pdf;DI;;
25/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+2;PTH;docs graphiques;C;PLAN DE TERMINAUX CVCD - R2.pdf;DI;;
04/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+2;PTH;docs graphiques;B;PLAN DE TERMINAUX CVCD - R2.pdf;;;
18/10/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+2;PTH;docs graphiques;A;PLAN DE TERMINAUX CVCD - R2.pdf;;;
25/01/2024;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+3;PTH;docs graphiques;C;PLAN DE TERMINAUX CVCD - R3.pdf;DI;;
21/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+3;PTH;docs graphiques;B;PLAN DE TERMINAUX CVCD - R3.pdf;;;
06/12/2023;14;Chauffage - Ventilation - Climatisation - Désenfumage;TZN;R+3;PTH;docs graphiques;A;PLAN DE TERMINAUX CVCD - R3.pdf;;;
25/01/2024;01A;Gros-œuvre;TZN;R+6;PFE;docs graphiques;B;Principe de ferraillage longrine support de nacelle.pdf;DI;;
08/01/2024;01A;Gros-œuvre;TZN;R+6;PFE;docs graphiques;A;Principe de ferraillage longrine support de nacelle.pdf;;;
24/01/2024;21;Appareils élévateurs;C;TNX;PGX;docs graphiques;E;Plan d'installation triplex AS5 - AS6 - AS7.pdf;DI;;
27/12/2023;21;Appareils élévateurs;C;TNX;PGX;docs graphiques;D;Plan d'installation triplex AS5 - AS6 - AS7.pdf;;;
19/01/2024;21;Appareils élévateurs;C;TNX;PGX;docs graphiques;C;Plan d'installation triplex AS5 - AS6 - AS7.pdf;;;
09/11/2023;21;Appareils élévateurs;C;TNX;PGX;docs graphiques;B;Plan d'installation triplex AS5 - AS6 - AS7.pdf;;;
24/07/2023;21;Appareils élévateurs;C;TNX;PGX;docs graphiques;A;Plan d'installation triplex AS5 - AS6 - AS7.pdf;;;
24/01/2024;01A;Gros-œuvre;B;TNX;ELV;docs graphiques;C;Elevation charpente métallique zone 3.pdf;DI;;
12/01/2024;01A;Gros-œuvre;B;TNX;ELV;docs graphiques;A;Elevation charpente métallique zone 3.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS1;SCH;docs graphiques;A;SCHEMA Tableau HTA.pdf;DI;;
23/01/2024;01A;Gros-œuvre;B;TNX;NDC;docs écris;B;Note de calcul zone 3 escalier Chambord.pdf;DI;;
22/01/2024;01A;Gros-œuvre;B;TNX;NDC;docs écris;A;Note de calcul zone 3 escalier Chambord.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS1;SCH;docs graphiques;B;SCHEMA TD-S1-CUISINE.pdf;DI;;
28/11/2023;17;Electricité courants forts;TZN;SS1;SCH;docs graphiques;A;SCHEMA TD-S1-CUISINE.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS5;PTH;docs graphiques;C;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS5.pdf;DI;;
31/10/2023;17;Electricité courants forts;TZN;SS5;PTH;docs graphiques;B;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS5.pdf;;;
25/07/2023;17;Electricité courants forts;TZN;SS5;PTH;docs graphiques;A;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS5.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS4;PTH;docs graphiques;C;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS4.pdf;DI;;
31/10/2023;17;Electricité courants forts;TZN;SS4;PTH;docs graphiques;B;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS4.pdf;;;
25/07/2023;17;Electricité courants forts;TZN;SS4;PTH;docs graphiques;A;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS4.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS3;PTH;docs graphiques;C;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS3.pdf;DI;;
31/10/2023;17;Electricité courants forts;TZN;SS3;PTH;docs graphiques;B;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS3.pdf;;;
25/07/2023;17;Electricité courants forts;TZN;SS3;PTH;docs graphiques;A;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS3.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS2;SCH;docs graphiques;D;SCHEMA TGBT IRVE 1.pdf;DI;;
13/11/2023;17;Electricité courants forts;TZN;SS2;SCH;docs graphiques;C;SCHEMA TGBT IRVE 1.pdf;;;
09/11/2023;17;Electricité courants forts;TZN;SS2;SCH;docs graphiques;B;SCHEMA TGBT IRVE 1.pdf;;;
02/10/2023;17;Electricité courants forts;TZN;SS2;SCH;docs graphiques;A;SCHEMA TGBT IRVE 1.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;SS2;PTH;docs graphiques;D;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS2.pdf;DI;;
31/10/2023;17;Electricité courants forts;TZN;SS2;PTH;docs graphiques;C;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS2.pdf;;;
01/08/2023;17;Electricité courants forts;TZN;SS2;PTH;docs graphiques;B;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS2.pdf;;;
25/07/2023;17;Electricité courants forts;TZN;SS2;PTH;docs graphiques;A;PLAN D'IMPLANTATION ET DISTRIBUTION PLANCHER HAUT ET BAS_SS2.pdf;;;
23/01/2024;17;Electricité courants forts;TZN;RDC;SCH;docs graphiques;B;SCHEMA TD-R0-CLUB-HOUSE.pdf;DI;;
